Geographic Identifier,Percent Rich Houses
42045405300,0.073876618
42045405400,0.007518797
42045405600,0
42045405700,0.043055556
42045405800,0.049575071
42045406100,0.099201824
42045406201,0.206735267
42045406202,0.198542024
42045406300,0.061728395
42045406401,0.126953125
42045406402,0.05893186
42045406500,0.116714697
42045406600,0.08988764
42045406700,0.166
42045406801,0.309945088
42045406802,0.207456404
42045406803,0.313333333
42045406902,0.26356258
42045406903,0.322
42045406904,0.314655172
42045407000,0.385436893
42045407101,0.4384273
42045407102,0.433216169
42045407201,0.412891986
42045407202,0.305855162
42045407300,0.643712575
42045407401,0.562111801
42045407403,0.375265618
42045407404,0.574898785
42045407501,0.245584525
42045407502,0.12126752
42045407600,0.576041667
42045407700,0.22475856
42045407801,0.348292029
42045407802,0.482954545
42045407803,0.440866511
42045407804,0.461274846
42045407805,0.283524904
42045407806,0.38252149
42045407901,0.67146433
42045407902,0.309016393
42045407903,0.26980198
42045408001,0.439642325
42045408002,0.446930946
42045408101,0.365200765
42045408102,0.319008264
42045408103,0.285353535
42045408300,0.539384846
42045408400,0.578040904
42045408500,0.378857518
42045408600,0.468131868
42045408700,0.537370431
42045408800,0.413326653
42045408900,0.46886121
42045409000,0.364784547
42045409100,0.421499293
42045409200,0.291881443
42045409300,0.287410926
42045409400,0.458984375
42045409500,0.407175399
42045409601,0.475924987
42045409602,0.22361809
42045409701,0.661182519
42045409702,0.338983051
42045409802,0.42473822
42045409803,0.396463788
42045409902,0.431061807
42045409903,0.349781387
42045409904,0.649641577
42045410000,0.625150421
42045410100,0.607692308
42045410200,0.464231355
42045410301,0.53856383
42045410302,0.42936803
42045410400,0.610729881
42047990100,0.134199134
42047990200,0.11308204
42047990400,0.057908847
42047990500,0.041897233
42047990900,0.06132542
42047991000,0.079463858
42047991100,0.129636861
42047991200,0.092255125
42047991300,0.14666065
42049000000,#DIV/0!
42049000100,0
42049000200,0.272506083
42049000300,0.086206897
42049000400,0.051282051
42049000500,0.006279435
42049000600,0.064006024
42049000700,0.031536114
42049000800,0.004359198
42049000900,0.068816169
42049001000,0.065350579
42049001100,0.059836809
42049001200,0
42049001300,0.026052104
42049001400,0.016666667
42049001500,0
42049001600,0.042098841
42049001700,0.017316017
42049001800,0.019578313
42049001900,0
42049002000,0.016837482
42049002100,0.027888446
42049002200,0.070904645
42049002300,0.108378171
42049002400,0.055684455
42049002500,0.016528926
42049002600,0.082692308
42049002700,0.105821808
42049002800,0.083969466
42049002900,0.281177382
42049003000,0.072186837
42049010101,0.086882453
42049010103,0.043165468
42049010104,0.177508269
42049010107,0.055821372
42049010109,0.454545455
42049010201,0.078111588
42049010202,0.168831169
42049010301,0.178207193
42049010303,0.172161172
42049010304,0.391409558
42049010400,0.155121951
42049010500,0.055335968
42049010600,0.098226467
42049010700,0.161271676
42049010800,0.139599171
42049010902,0.230906921
42049010903,0.227200634
42049010904,0.511348465
42049011001,0.240361237
42049011002,0.113351499
42049011101,0.189797038
42049011102,0.297904192
42049011201,0.169758291
42049011202,0.122858337
42049011300,0.04664723
42049011400,0.096845194
42049011503,0.262162162
42049011504,0.209314775
42049011505,0.127812781
42049011507,0.213872832
42049011508,0.223404255
42049011600,0.050058207
42049011701,0.157467532
42049011702,0.163358779
42049011801,0.123732252
42049011802,0.113913751
42049011900,0.053772071
42049012001,0.083421331
42049012002,0.049400141
42049012100,0.127199413
42049012201,0.2248307
42049012202,0.127844435
42051260100,0.071541502
42051260200,0.106490872
42051260300,0.066914498
42051260401,0.055970149
42051260402,0.113930348
42051260500,0.036548606
42051260600,0.084024323
42051260700,0.054700855
42051260800,0.013982103
42051260900,0.129166667
42051261000,0.055504163
42051261100,0.099373321
42051261200,0.052504039
42051261300,0.070091424
42051261400,0.056074766
42051261500,0.112541993
42051261600,0.068535826
42051261700,0.057659208
42051261800,0.049668874
42051261900,0.030812325
42051262000,0.270863836
42051262100,0.05787234
42051262200,0.08157277
42051262300,0.059574468
42051262400,0.11030479
42051262500,0.085993485
42051262600,0.057454545
42051262700,0.10850327
42051262800,0.06266756
42051262900,0.066666667
42051263000,0.093007916
42051263100,0.096299599
42051263200,0.076200418
42051263300,0.048
42053980100,0.057575758
42053980200,0.059398496
42055010100,0.114559819
42055010200,0.141957642
42055010300,0.142685851
42055010400,0.133095855
42055010500,0.140115858
42055010600,0.149434257
42055010700,0.191835482
42055010800,0.085680048
42055010900,0.113095238
42055011000,0.109375
42055011100,0.137254902
42055011200,0.037477148
42055011300,0.200049826
42055011400,0.071258907
42055011500,0.1484375
42055011600,0.179404666
42055011700,0.182169182
42055011800,0.176163095
42055011900,0.230540196
42055012000,0.101509434
42055012100,0.194335169
42055012200,0.065653075
42055012300,0.05840708
42055012400,0.049436253
42055012501,0.270352634
42055012502,0.152010907
42057990100,0.103430878
42057990200,0.100922131
42057990300,0.121141526
42059970100,0.099616858
42059970200,0.146994931
42059970300,0.084263393
42059970400,0.115314216
42059970500,0.117977528
42059970600,0.045698925
42059970700,0.1003861
42059970800,0.119782214
42061950100,0.108033241
42061950200,0.176547231
42061950300,0.067821782
42061950400,0.087416699
42061950500,0.094339623
42061950600,0.122580645
42061950800,0.062374245
42061950900,0.051630435
42061951000,0.039173014
42061951100,0.114035088
42061951200,0.08866201
42061951300,0.063414634
42063960100,0.05227427
42063960200,0.048538012
42063960300,0.048357664
42063960400,0.044354839
42063960500,0.144252442
42063960600,0.089580387
42063960700,0.144678139
42063960800,0.200789993
42063960900,0.164099526
42063961000,0.129943503
42063961101,0.044036697
42063961102,0
42063961200,0.093179635
42063961300,0.072851806
42063961400,0.070958303
42063961500,0.076196102
42063961600,0.063089916
42063961700,0.058402861
42063961800,0.075177305
42063961900,0.087542088
42063962000,0.127972028
42063962100,0.060679612
42063962200,0.060150376
42065950100,0.077486911
42065950200,0.096416382
42065950300,0.070560748
42065950400,0.162566845
42065950500,0.043968433
42065950600,0.101507092
42065950700,0.045019157
42065950800,0.044785669
42065950900,0.095631641
42065951000,0.077333333
42065951100,0.102386935
42065951200,0.040978189
42065951300,0.065427509
42067970100,0.084046114
42067970200,0.064673157
42067970300,0.125211506
42067970400,0.125514403
42069100200,0
42069100300,0.076433121
42069100400,0.07544757
42069100500,0.098684211
42069100600,0.107119949
42069100800,0.06517094
42069100900,0.037914692
42069101000,0.112
42069101100,0.031403337
42069101200,0.072881356
42069101300,0.087445887
42069101400,0.053916582
42069101600,0.047250859
42069101700,0.084644195
42069101800,0.201017812
42069101900,0.099303136
42069102000,0.046275395
42069102100,0.03974122
42069102200,0.086792453
42069102300,0.051912568
42069102500,0.050455501
42069102600,0.033492823
42069102700,0.1042502
42069102800,0.147080029
42069102900,0.033068783
42069103000,0.110948905
42069103100,0.123695976
42069110100,0.095360825
42069110201,0.235438381
42069110202,0.214385801
42069110300,0.245549417
42069110401,0.392649903
42069110402,0.478388998
42069110403,0.275634995
42069110500,0.260948905
42069110600,0.144019528
42069110700,0.014464802
42069110800,0.055056852
42069110900,0.086342229
42069111000,0.068441065
42069111100,0.155833986
42069111200,0.103544128
42069111300,0.103082365
42069111400,0.087144921
42069111500,0.131021195
42069111600,0.05267423
42069111700,0.059794989
42069111800,0.241517582
42069112000,0.177261614
42069112100,0.132057416
42069112200,0.169880624
42069112300,0.09202454
42069112400,0.205710578
42069112500,0.054564533
42069112600,0.126810176
42069112700,0.101545254
42069112800,0.154450262
42069112900,0.187100213
42071000100,0.071285141
42071000200,0.035120148
42071000300,0.02027027
42071000400,0.019573978
42071000500,0.076655052
42071000600,0.102310231
42071000700,0.163144548
42071000800,0.062180579
42071000900,0.034107402
42071001000,0.048101266
42071001100,0.033333333
42071001200,0.024219591
42071001400,0.041551247
42071001500,0.014084507
42071001600,0.058171745
42071010101,0.180217938
42071010102,0.118215613
42071010201,0.220012055
42071010202,0.225676454
42071010300,0.123701894
42071010400,0.197324415
42071010501,0.20740268
42071010502,0.137335152
42071010600,0.213310156
42071010701,0.131147541
42071010702,0.051629073
42071010801,0.207746479
42071010802,0.19469697
42071010900,0.163387796
42071011000,0.145575642
42071011100,0.177162049
42071011200,0.01038961
42071011300,0.102531646
42071011400,0.058413719
42071011502,0.179822513
42071011503,0.259310987
42071011504,0.218113976
42071011600,0.206851691
42071011701,0.250832937
42071011702,0.354905514
42071011703,0.302663438
42071011801,0.378378378
42071011802,0.225906278
42071011803,0.169325153
42071011804,0.254017094
42071011805,0.218373494
42071011900,0.427647341
42071012001,0.174976916
42071012002,0.124207858
42071012101,0.254227572
42071012102,0.298522844
42071012200,0.111150442
42071012301,0.087731323
42071012302,0.093700787
42071012401,0.209322276
42071012402,0.119296317
42071012501,0.233557549
42071012502,0.152043269
42071012601,0.169382504
42071012602,0.175352113
42071012700,0.15735415
42071012800,0.126954922
42071012900,0.134854772
42071013000,0.184508268
42071013101,0.165170557
42071013102,0.20819398
42071013202,0.116889093
42071013203,0.251612903
42071013204,0.156388553
42071013301,0.208856972
42071013302,0.239528024
42071013400,0.218181818
42071013501,0.083794006
42071013502,0.1904
42071013503,0.444976077
42071013601,0.165714286
42071013602,0.154202899
42071013701,0.100694444
42071013702,0.197268589
42071013800,0.208026756
42071013901,0.220472441
42071013902,0.180144642
42071014000,0.219470538
42071014101,0.1461837
42071014102,0.152563311
42071014201,0.282121006
42071014202,0.151293962
42071014300,0.169666967
42071014401,0.152027027
42071014402,0.161976235
42071014501,0.175695461
42071014502,0.157534247
42071014601,0.239800167
42071014602,0.194892473
42073000100,0.10343062
42073000200,0
42073000300,0.025227751
42073000400,0.017523364
42073000600,0
42073000700,0.028037383
42073000800,0.07348407
42073000900,0.023160763
42073001000,0
42073010100,0.162807525
42073010200,0.217444343
42073010300,0.173076923
42073010400,0.075705437
42073010500,0.135881104
42073010600,0.144899905
42073010700,0.072916667
42073010800,0.201286417
42073010900,0.099502488
42073011000,0.17311412
42073011100,0.118480361
42073011200,0.088607595
42073011300,0.192913386
42073011400,0.066006601
42073011500,0.09472162
42073011600,0.110867179
42073011700,0.103266596
42073011800,0.051993068
42075000100,0.035288726
42075000200,0.100551549
42075000300,0.017699115
42075000400,0.037338764
42075000500,0.098340504
42075002000,0.145238095
42075002100,0.143474088
42075002200,0.118620038
42075002300,0.123864575
42075002400,0.201349831
42075002500,0.145285935
42075002600,0.099244876
42075002701,0.126685934
42075002702,0.135148515
42075002800,0.148553055
42075002900,0.109656301
42075003000,0.116618076
42075003100,0.179946879
42075003200,0.298574644
42075003300,0.093444909
42075003400,0.131440589
42075003500,0.23890785
42075003600,0.039087948
42075003700,0.224693252
42075003800,0.278757939
42075003900,0.110725552
42075004000,0.303672851
42075004100,0.245884774
42075004200,0.238225256
42077000100,0.044906166
42077000200,0
42077000300,0.013397129
42077000400,0.041058394
42077000500,0.028960818
42077000600,0.055847255
42077000700,0.048653345
42077000800,0.024451939
42077000900,0
42077001000,0
42077001100,0
42077001200,0.014084507
42077001300,0.021428571
42077001401,0.060113422
42077001402,0.086820084
42077001501,0.052631579
42077001502,0.125044279
42077001600,0.039819005
42077001700,0.024256651
42077001800,0.026640676
42077001900,0.049488055
42077002000,0.050669773
42077002100,0.057164929
42077002201,0.158671587
42077002202,0.081589958
42077002301,0.373875375
42077002302,0.177777778
42077005100,0.141124587
42077005200,0.185010862
42077005300,0.236258438
42077005400,0.34228703
42077005501,0.362735698
42077005502,0.299561083
42077005601,0.200861605
42077005602,0.18177526
42077005701,0.245817976
42077005702,0.099898063
42077005703,0.088196286
42077005800,0.049798116
42077005901,0.108447489
42077005902,0.111695138
42077006001,0.201186624
42077006002,0.431753555
42077006101,0.182051282
42077006102,0.277852954
42077006201,0.484880637
42077006202,0.280127694
42077006302,0.254840162
42077006303,0.181434599
42077006304,0.461229947
42077006305,0.371106095
42077006306,0.404458057
42077006400,0.302649457
42077006500,0.073141
42077006600,0.189302326
42077006701,0.145723337
42077006702,0.256723716
42077006703,0.439437784
42077006800,0.144578313
42077006902,0.174603175
42077006903,0.439110662
42077006904,0.41593813
42077007000,0.297736917
42077009100,0.066186107
42077009200,0.087962963
42077009300,0.26584022
42077009400,0.108125819
42077009500,0.133748802
42079200100,0.010706638
42079200200,0.157628344
42079200300,0.164907652
42079200400,0.056099733
42079200500,0.024038462
42079200600,0.06673209
42079200700,0.034482759
42079200800,0.080291971
42079200900,0.039941903
42079201000,0.036476868
42079201100,0.031446541
42079201200,0.001557632
42079201300,0.046540881
42079201400,0.033563672
42079201500,0.09295499
42079201600,0.026666667
42079210100,0.134854772
42079210200,0.091954023
42079210300,0.091666667
42079210400,0.170896785
42079210500,0.17877679
42079210600,0.041925466
42079210700,0.049490539
42079210800,0.04647785
42079210900,0.047413793
42079211000,0.176797945
42079211101,0.101728991
42079211102,0.181341719
42079211201,0.237140366
42079211202,0.168549346
42079211203,0.174450549
42079211301,0.32460733
42079211302,0.193760263
42079211303,0.175697865
42079211304,0.191836735
42079211400,0.295939436
42079211500,0.194107452
42079211600,0.071197411
42079211701,0.168172691
42079211702,0.337579618
42079211800,0.142025611
42079211900,0.161660479
42079212000,0.072316384
42079212100,0.185572687
42079212200,0.120203421
42079212300,0.033959538
42079212700,0.059050064
42079212800,0.212806026
42079212900,0.12195122
42079213000,0.056987788
42079213100,0.083839611
42079213200,0.044701987
42079213300,0.091666667
42079213400,0.167204301
42079213600,0.043432203
42079213700,0.042105263
42079213800,0.050445104
42079213900,0.107323232
42079214000,0.053380783
42079214100,0.048839071
42079214200,0.035058431
42079214300,0.066985646
42079214400,0.112660944
42079214500,0.019230769
42079214600,0.086009174
42079214700,0.103367267
42079214800,0.057906459
42079214900,0.066350711
42079215000,0.084485407
42079215100,0.080357143
42079215200,0.074124914
42079215300,0.195896757
42079215400,0.143107989
42079215501,0.298899756
42079215502,0.246070947
42079215503,0.336422614
42079215504,0.15210356
42079215600,0.091484465
42079215701,0.118644068
42079215702,0.116129032
42079215800,0.10440613
42079215900,0.075513196
42079216000,0.039393939
42079216100,0.165921788
42079216200,0.111429938
42079216400,0.120327103
42079216501,0.291718171
42079216502,0.25229741
42079216600,0.175533428
42079216700,0.042132982
42079216800,0.066619419
42079216900,0.083997873
42079217001,0.078384798
42079217002,0.12519685
42079217100,0.031176929
42079217200,0.042870457
42079217300,0.096352374
42079217400,0.018897638
42079217500,0.019653179
42079217600,0.024266936
42079217700,0.077929804
42079217800,0.046968403
42079217900,0.02247191
42081000100,0.150722643
42081000200,0.234856536
42081000300,0.110091743
42081000400,0.006690455
42081000500,0.04787234
42081000600,0.03562341
42081000800,0
42081000900,0.030705394
42081001000,0.034168565
42081010100,0.055900621
42081010200,0.131914894
42081010300,0.141122914
42081010400,0.126077098
42081010500,0.161221892
42081010600,0.104778353
42081010700,0.113712375
42081010800,0.107902253
42081010900,0.263157895
42081011000,0.07278481
42081011100,0.080367853
42081011200,0.211455847
42081011300,0.113261421
42081011400,0.105035971
42081011600,0.085050703
42081011700,0.088775909
42081011800,0.142628205
42081011900,0.06147047
42083420100,0.097435897
42083420200,0.034042553
42083420300,0.060853769
42083420400,0.037815126
42083420500,0.166936791
42083420600,0.084802687
42083420700,0.108347153
42083420800,0.101198402
42083420900,0.080629302
42083421000,0.10005184
42083421100,0.050452781
42083421200,0.113168724
42085030100,0.027322404
42085030200,0
42085030300,0.053234116
42085030400,0.170671085
42085030500,0.049747049
42085030600,0.053553038
42085030700,0.052873563
42085030800,0
42085030900,0.072625698
42085031000,0.009966777
42085031100,0.050215208
42085031200,0.173626374
42085031300,0.192997438
42085031400,0.131765584
42085031500,0.042600897
42085031600,0.035040431
42085031700,0.180942184
42085031800,0.066631689
42085031900,0.109589041
42085032000,0.091273821
42085032100,0
42085032200,0.054251012
42085032300,0.173590504
42085032400,0.104329312
42085032501,0.069609508
42085032502,0.133832976
42085032601,0.135802469
42085032602,0.07238806
42085032701,0.134748272
42085032702,0.103529412
42085032800,0.181680162
42085032900,0.097806216
42085033000,0.087774295
42085033100,0.19086177
42087960100,0.060569352
42087960200,0.114964676
42087960300,0.075208914
42087960400,0.088888889
42087960500,0.046463245
42087960600,0.029876977
42087960700,0.017941454
42087960800,0.022321429
42087960900,0.075598086
42087961000,0.023613963
42087961100,0.087346397
42087961200,0.072212066
42089300101,0.186492709
42089300102,0.120853081
42089300103,0.225061253
42089300200,0.143359925
42089300301,0.074590164
42089300302,0.13528481
42089300303,0.153790614
42089300304,0.124131944
42089300401,0.272195641
42089300402,0.252110514
42089300403,0.322033898
42089300500,0.245524297
42089300600,0.188055909
42089300700,0.158615717
42089300800,0.153993856
42089300900,0.197542103
42089301000,0.341934036
42089301100,0.305472038
42089301201,0.212696182
42089301202,0.182082606
42089301203,0.218776916
42089301301,0.218005952
42089301302,0.145012573
42091200103,0.597000937
42091200104,0.529104478
42091200105,0.613661814
42091200106,0.350140056
42091200200,0.322033898
42091200301,0.180398282
42091200305,0.304783092
42091200306,0.346364883
42091200307,0.19622093
42091200308,0.153189066
42091200309,0.227186312
42091200310,0.427425822
42091200401,0.210598761
42091200402,0.225961538
42091200501,0.398894155
42091200502,0.13961039
42091200505,0.522899066
42091200506,0.437853107
42091200507,0.289422135
42091200602,0.40451895
42091200603,0.536407767
42091200604,0.453422724
42091200605,0.423020167
42091200703,0.401810585
42091200704,0.278294574
42091200707,0.111111111
42091200708,0.342926829
42091200800,0.15496368
42091200901,0.18175583
42091200902,0.212290503
42091200903,0.151074956
42091200906,0.13943662
42091200907,0.195
42091200908,0.118937644
42091201003,0.365173675
42091201004,0.353021978
42091201005,0.599259259
42091201006,0.666243655
42091201100,0.292537313
42091201201,0.598975314
42091201203,0.452044025
42091201204,0.328867235
42091201301,0.255849057
42091201302,0.148031496
42091201404,0.624709977
42091201406,0.570617907
42091201407,0.394768133
42091201408,0.625525947
42091201409,0.633597884
42091201410,0.451578947
42091201411,0.369439072
42091201501,0.393347795
42091201502,0.595900439
42091201603,0.326073429
42091201604,0.289069557
42091201605,0.289398281
42091201606,0.311897106
42091201607,0.349298101
42091201608,0.432385374
42091201703,0.285846438
42091201704,0.316445183
42091201705,0.300923077
42091201706,0.254842615
42091201800,0.305098039
42091201901,0.423619271
42091201902,0.330505051
42091202000,0.281920327
42091202100,0.260334646
42091202201,0.323607427
42091202202,0.440501044
42091202301,0.497165286
42091202302,0.347826087
42091202401,0
42091202402,0.476190476
42091202500,0.25974026
42091202602,0.538693467
42091202603,0.325814536
42091202604,0.392929293
42091203000,0.553249097
42091203103,0.583793738
42091203104,0.480701754
42091203105,0.538497434
42091203106,0.3
42091203203,0.485275288
42091203204,0.501139818
42091203205,0.656171285
42091203207,0.501411101
42091203208,0.544154752
42091203302,0.387166236
42091203303,0.249178172
42091203304,0.238036047
42091203401,0.165457184
42091203402,0.32183908
42091203403,0.28681178
42091203500,0.11661683
42091203601,0.051111111
42091203602,0.155279503
42091203700,0.107784431
42091203801,0.136363636
42091203803,0.095619658
42091203804,0.099378882
42091203901,0.036342321
42091203902,0.102071006
42091204002,0.226824458
42091204004,0.278688525
42091204005,0.279001468
42091204007,0.163366337
42091204008,0.241409692
42091204009,0.289655172
42091204010,0.496558505
42091204101,0.35443038
42091204102,0.245642702
42091204200,0.357142857
42091204300,0.469916222
42091204400,0.590909091
42091204500,0.702720637
42091204600,0.800362976
42091204701,0.485008818
42091204702,0.580645161
42091204800,0.784522003
42091204900,0.695031411
42091205000,0.319092123
42091205100,0.303074671
42091205200,0.539483972
42091205300,0.200236967
42091205400,0.507849294
42091205501,0.222616933
42091205502,0.703557312
42091205503,0.488215488
42091205600,0.39672323
42091205700,0.086976321
42091205801,0.186754967
42091205805,0.333895447
42091205806,0.225846926
42091205807,0.202965709
42091205808,0.538108883
42091205809,0.466735967
42091205903,0.716814159
42091205904,0.692992214
42091205905,0.208232446
42091205906,0.462195122
42091206004,0.34378921
42091206005,0.440331844
42091206006,0.303225806
42091206007,0.351689033
42091206008,0.582565991
42091206009,0.610714286
42091206102,0.466287879
42091206104,0.561366062
42091206105,0.657731959
42091206106,0.395348837
42091206201,0.133131619
42091206202,0.11196319
42091206300,0.535657686
42091206400,0.322580645
42091206500,0.435762056
42091206600,0.110807114
42091206701,0.506369427
42091206702,#DIV/0!
42091206801,0.549019608
42091206802,0.413184773
42091206901,0.271334792
42091206904,0.272275176
42091206905,0.477587161
42091206906,0.395367412
42091207001,0.509944312
42091207003,0.535343035
42091207004,0.321535693
42091207101,0.357291667
42091207103,0.39015939
42091207104,0.243060765
42091207201,0.216346154
42091207202,0.184306569
42091207300,0.239790576
42091207400,0.418400876
42091207500,0.447447447
42091207600,0.300220751
42091207800,0.343951985
42091207900,0.169393648
42091208000,0.191979522
42091208100,0.130434783
42091208201,0.218241042
42091208203,0.164828431
42091208204,0.425699301
42091208301,0.298553719
42091208302,0.480297723
42091208400,0.32127031
42091208500,0.286175363
42091208601,0.445330831
42091208603,0.408973253
42091208604,0.3197176
42091208702,0.385400314
42091208703,0.311081442
42091208704,0.203810624
42091208801,0.013671875
42091208802,0.119162641
42091208901,0.092265943
42091208903,0.161803714
42091208904,0.028072838
42091208905,0.124481328
42091208906,0.063670412
42091209000,0.024205749
42091209100,0.377275234
42091209201,0.149476831
42091209202,0.140250855
42091210100,0.322132944
42091210200,0.421212121
42091210300,0.452253629
42091210400,0.393063584
42091210500,0.474198047
42093950100,0.121934605
42093950200,0.22861934
42093950300,0.051993942
42093950400,0.221504384
42095010100,0.13653603
42095010200,0.470464135
42095010300,0.145743146
42095010400,0.17509542
42095010500,0.026993865
42095010600,0.130632091
42095010700,0.081807082
42095010800,0.112903226
42095010900,0.071369975
42095011000,0.089334549
42095011100,0
42095011200,0.032751092
42095011300,0.117917305
42095014100,0.261674718
42095014200,0.060832444
42095014300,0.048759624
42095014400,0.058047493
42095014500,0.070224719
42095014600,0.06037415
42095014700,0.128117914
42095015100,0.23132137
42095015201,0.127439724
42095015202,0.222222222
42095015300,0.236602052
42095015400,0.194294526
42095015500,0.246200608
42095015600,0.199733688
42095015700,0.098425197
42095015800,0.345729013
42095015901,0.240604752
42095015902,0.236573759
42095016001,0.226965342
42095016002,0.239329268
42095016100,0.128174123
42095016201,0.110782241
42095016202,0.204026846
42095016300,0.10942492
42095016400,0.227133211
42095016500,0.231746032
42095016600,0.145116279
42095016700,0.322741433
42095016800,0.196133709
42095016900,0.400847857
42095017000,0.18469218
42095017100,0.394556528
42095017200,0.060097051
42095017300,0.092128801
42095017401,0.299587552
42095017402,0.222222222
42095017501,0.176227085
42095017502,0.327488688
42095017601,0.307012003
42095017602,0.390895219
42095017603,0.167522465
42095017701,0.444554455
42095017702,0.399280576
42095017800,0.100775194
42095017901,0.141200546
42095017902,0.147225368
42095018001,0.310775296
42095018002,0.413269088
42095018100,0.392090871
42097960100,0.177935943
42097960200,0.086188244
42097960300,0.050922509
42097960400,0.056026059
42097960500,0.126890204
42097960600,0.156042497
42097960700,0.140675241
42097960800,0.189461883
42097960900,0.088483146
42097961000,0.021354484
42097961100,0.071304348
42097961200,0.063843648
42097961300,0.057692308
42097961400,0.025527192
42097961500,0.1019879
42097961600,0.03962536
42097961700,0.011144883
42097961800,0.071569271
42097961900,0.0969163
42097962000,0.021323127
42097962100,0.033043478
42097962200,0.0135318
42097962300,0.119671289
42097962400,0.112970711
42099030100,0.117195496
42099030200,0.103238217
42099030301,0.163049232
42099030302,0.140591966
42099030400,0.157070707
42099030501,0.128952569
42099030502,0.122627737
42099030601,0.136897001
42099030602,0.084313725
42101000100,0.328491097
42101000200,0.172985782
42101000300,0.303232999
42101000400,0.152075129
42101000500,0.028455285
42101000600,0.247404844
42101000700,0.157923202
42101000800,0.294602833
42101000900,0.162991041
42101001000,0.469259365
42101001100,0.298525074
42101001200,0.398442714
42101001300,0.265372168
42101001400,0.275399691
42101001500,0.255485893
42101001600,0.341216216
42101001700,0.358270419
42101001800,0.357245337
42101001900,0.160846561
42101002000,0.059556787
42101002100,0.033025099
42101002200,0.041439477
42101002300,0.118096856
42101002400,0.126046283
42101002500,0.190566038
42101002600,#DIV/0!
42101002700,0.131825525
42101002800,0.114763722
42101002900,0.127088608
42101003000,0.049864708
42101003100,0.017241379
42101003200,0.010193133
42101003300,0.014962594
42101003400,0
42101003500,0
42101003600,0.029759634
42101003701,0.005196032
42101003702,0.01065449
42101003800,0.175637394
42101003901,0.115037299
42101003902,0.21731676
42101004001,0.104031857
42101004002,0.058381247
42101004101,0.022026432
42101004102,0.03820871
42101004201,0.162528217
42101004202,0.116685457
42101004300,#DIV/0!
42101004400,0.033254157
42101004500,0.213793103
42101004600,0
42101004700,0.302877698
42101004800,0.120481928
42101004900,#DIV/0!
42101005000,#DIV/0!
42101005100,0.11827957
42101005200,#DIV/0!
42101005400,0.126736111
42101005500,0.125819135
42101005600,0
42101005700,#DIV/0!
42101005800,#DIV/0!
42101005900,#DIV/0!
42101006000,0.056425041
42101006100,0.011937557
42101006200,0.014106583
42101006300,0.066204773
42101006400,0.062543921
42101006500,0.085574572
42101006600,0.047142857
42101006700,0.036477987
42101006800,0
42101006900,0.046845124
42101007000,0.073551263
42101007100,0.021982414
42101007200,0.019171305
42101007300,0.027640671
42101007400,0.063157895
42101007500,#DIV/0!
42101007600,0
42101007700,0.103186646
42101007800,0.137457045
42101007900,0.144750795
42101008000,0.066063978
42101008100,0.024448898
42101008200,0.028559936
42101008301,0.046577276
42101008302,0.048396501
42101008400,0.034668261
42101008500,0.027037466
42101008600,0.0969286
42101008700,0.184573931
42101008800,0.066314996
42101008900,0.250841751
42101009000,0.122381477
42101009100,0.104423495
42101009200,0.061772605
42101009300,0.088782244
42101009400,0.015397083
42101009500,0.020034843
42101009600,0.006618134
42101009700,1
42101009800,0.047433398
42101009900,0.278195489
42101010000,0.050806934
42101010100,0.10158883
42101010200,0
42101010300,0.082207207
42101010400,0.014237856
42101010500,0.025
42101010600,0.023346304
42101010700,0.021617294
42101010800,0.024855012
42101010900,0.079746835
42101011000,0.051437216
42101011100,0.024584237
42101011200,0.044684854
42101011300,0.072476273
42101011400,0.040550326
42101011500,0.077065351
42101011600,0.239747634
42101011700,0.237569061
42101011800,0.187890437
42101011900,0.055055055
42101012000,0.164736165
42101012100,0.063829787
42101012200,0.049093974
42101012300,#DIV/0!
42101012400,0
42101012500,0.209970427
42101012600,0.3639399
42101012700,0
42101012800,0.163157895
42101012900,0.308310992
42101013000,0.371900826
42101013100,0.03992016
42101013200,0.034021871
42101013300,0.097902098
42101013400,0.317297851
42101013500,0.154406409
42101013600,0.408090615
42101013700,0.102564103
42101013800,0.036568214
42101013900,0.007352941
42101014000,0.031434185
42101014100,0.063613232
42101014200,0.1709062
42101014300,0.103343465
42101014400,0.039126479
42101014500,0
42101014600,0.109953704
42101014700,0.022580645
42101014800,0
42101014900,0.028679245
42101015000,0.083333333
42101015100,0.021501586
42101015200,0.012425716
42101015300,0.070787637
42101015400,0.151658768
42101015500,0
42101015600,0.022123894
42101015700,0.070953437
42101015800,0.163934426
42101015900,0.042397661
42101016000,0.072607261
42101016100,0.028872848
42101016200,0.005326232
42101016300,0
42101016400,0
42101016500,0.024061598
42101016600,0
42101016700,0.056772463
42101016800,0.005669738
42101016901,0.02256245
42101016902,0.029080675
42101017000,0.026794258
42101017100,0.035885167
42101017200,0.012741172
42101017300,0.043010753
42101017400,0.102564103
42101017500,0
42101017601,0.003357583
42101017602,0.012793177
42101017700,0.006426735
42101017800,0.032563025
42101017900,0.065712772
42101018000,0.078499278
42101018100,0
42101018200,0
42101018300,0.120446533
42101018400,0.067549669
42101018500,0
42101018600,0.10589942
42101018700,0.097451274
42101018800,0.032462391
42101018900,0
42101019000,0.020137104
42101019100,0.042857143
42101019200,0.022249691
42101019300,0
42101019400,0
42101019500,0.032419915
42101019600,0.02173913
42101019700,0.037184595
42101019800,0.04094579
42101019900,0.022032694
42101020000,0.034545455
42101020100,0.017000378
