Geographic Identifier,Percent Rich Houses
42003521100,0.192525481
42003521200,0.116313455
42003521301,0.18469657
42003521302,0.139968896
42003521401,0.137719298
42003521402,0.400933956
42003521500,0.199042044
42003522000,0.074982958
42003523100,0.04290429
42003523200,0.13368669
42003523300,0.106148492
42003523400,0.121961269
42003523501,0.059715204
42003523502,0.032485876
42003523600,0.113775065
42003523701,0.083199141
42003523702,0.078588613
42003523800,0.118580376
42003524000,0.094728171
42003525100,0.295585413
42003525200,0.073636364
42003525300,0.27480916
42003526101,0.245559846
42003526102,0.170426065
42003526201,0.262365591
42003526202,0.219318182
42003526301,0.174919614
42003526302,0.162878788
42003550900,0
42003551200,0.023603915
42003551300,0.069444444
42003551900,0
42003552000,0.045561665
42003552100,0
42003552200,0.051724138
42003552300,0.050561798
42003552400,0.034137728
42003560400,0.00969697
42003560500,0.12257564
42003560600,0
42003561000,0.063342318
42003561100,0.022959184
42003561200,0
42003561400,0.08543923
42003561500,0.073324905
42005980100,0.087513935
42005980200,0.107446809
42005980300,0.087024087
42005980400,0.116634799
42005980500,0.126112186
42005980600,0.066460587
42005980700,0.108550637
42005980800,0.07115869
42005980900,0.096698113
42005981000,0.033015873
42005981100,0.04593453
42005981200,0.136209814
42005981300,0.162948594
42005981400,0.098842386
42005981500,0.02574103
42005981600,0.062559242
42005981700,0.084280936
42005981800,0.110581506
42005981900,0.056179775
42007600101,0.132784959
42007600102,0.131926121
42007600200,0.091606306
42007600300,0.098726115
42007600400,0.063888889
42007600500,0.08952381
42007600601,0.05808656
42007600602,0.16011236
42007600700,0.228708791
42007600800,0.025316456
42007600900,0.050874404
42007601000,0.151979566
42007601100,0.035250464
42007601200,0.015691869
42007601300,0.097396336
42007601400,0.067361111
42007601500,0.061359867
42007601600,0.058333333
42007601700,0.126655629
42007601800,0.130040638
42007601900,0.151490066
42007602000,0.075
42007602100,0.057610673
42007602200,0.061007958
42007602300,0.17721519
42007602400,0.191919192
42007602500,0.028314028
42007602601,0.210295041
42007602602,0.286979628
42007602701,0.138242894
42007602702,0.113492063
42007602800,0.064401982
42007602900,0.19150641
42007603000,0.169166667
42007603100,0.11682243
42007603201,0.107808564
42007603202,0.321714744
42007603300,0.070957096
42007603400,0.084004603
42007603500,0.055393586
42007603600,0.086646279
42007603700,0.093913956
42007603801,0.142991533
42007603802,0.410354746
42007603803,0.148387097
42007603900,0.176204819
42007604000,0.073129252
42007604100,0.04197349
42007604200,0.010973937
42007604300,0.051933702
42007604400,0.17961165
42007604500,0.042177914
42007604600,0.041463415
42007604700,0.100997506
42007604800,0.122125703
42007604901,0.197456493
42007604902,0.177908113
42007605001,0.242044359
42007605002,0.141649049
42009980100,0.10522696
42009980200,0.073464218
42009980300,0.103378719
42009980400,0.085623679
42009980500,0.045096636
42009980600,0.034573304
42009980700,0.041825095
42009980800,0.108041441
42009980900,0.071758073
42009981000,0.092920354
42009981100,0.073833432
42011000100,0.005469079
42011000200,0.017088608
42011000300,0.148969889
42011000400,0.040963855
42011000500,0.0936
42011000600,0.1171875
42011000700,0.025817556
42011000800,0.011484824
42011000900,0.019880716
42011001000,0.018888889
42011001100,0.007159905
42011001200,0.052631579
42011001300,0.059334298
42011001400,0.016759777
42011001500,0
42011001600,0.022566996
42011001700,0.028907923
42011001800,0.037878788
42011001900,0.076581576
42011002000,0.031186441
42011002100,0.017797553
42011002200,0.001848429
42011002300,0.030263158
42011002500,0.008410429
42011002600,0.019900498
42011002700,0.150341686
42011002900,0.058516196
42011010100,0.152236356
42011010200,0.190647482
42011010301,0.216620306
42011010302,0.244196843
42011010400,0.179782904
42011010500,0.139198218
42011010600,0.33173785
42011010700,0.266583229
42011010800,0.256045137
42011010902,0.152621102
42011010903,0.222617988
42011010904,0.284057971
42011010905,0.092488503
42011011000,0.193779904
42011011100,0.324696803
42011011200,0.113550341
42011011300,0.09751434
42011011400,0.099340866
42011011500,0.14937454
42011011601,0.198800738
42011011602,0.236623068
42011011603,0.28810854
42011011701,0.304705004
42011011702,0.35840188
42011011703,0.287051482
42011011800,0.186486486
42011011901,0.348473185
42011011902,0.209497207
42011012001,0.103697024
42011012002,0.185576077
42011012101,0.150318471
42011012102,0.367978223
42011012103,0.418300654
42011012200,0.131007752
42011012300,0.14774579
42011012400,0.107635695
42011012500,0.124533001
42011012600,0.041025641
42011012700,0.232115907
42011012800,0.067512983
42011012900,0.203215874
42011013000,0.200225819
42011013100,0.237279843
42011013200,0.093224932
42011013300,0.239703704
42011013401,0.347386172
42011013402,0.262295082
42011013500,0.230645161
42011013600,0.168382798
42011013700,0.123445274
42011013800,0.095859331
42011013900,0.229551451
42011014000,0.135567784
42011014100,0.133465347
42011014200,0.155398587
42013010101,0.108108108
42013010102,0.0395189
42013010103,0.082551595
42013010401,0.041666667
42013010402,0.106575145
42013010500,0.189666037
42013010600,0.156345178
42013010700,0.178557351
42013010800,0.071530758
42013010900,0.277388535
42013011001,0.121536524
42013011002,0.112244898
42013011100,0.166196189
42013011200,0.105445117
42013011300,0.085222121
42013011400,0.082511211
42013011500,0.062357761
42013011600,0.08678501
42013100200,0.100202429
42013100300,0.009715994
42013100400,0.143063584
42013100500,0.074581431
42013100600,0.1155596
42013100700,0.068831169
42013100800,0.096345515
42013100900,0.021365294
42013101100,0.142663043
42013101200,0.111111111
42013101400,0.065519523
42013101500,0.058365759
42013101600,0.019323671
42013101700,0.033716475
42013101800,0.040816327
42013101900,0
42015980100,0.117861482
42015980200,0.091715976
42015980300,0.077985378
42015980400,0.091595845
42015980500,0.137777778
42015980600,0.101331789
42015980700,0.087956022
42015980800,0.091203105
42015980900,0.109360936
42015981000,0.097464342
42015981100,0.14171123
42015981200,0.078960275
42015981300,0.063599459
42015981400,0.04020979
42017100102,0.102667745
42017100103,0.136178862
42017100104,0.166378814
42017100105,0.140278917
42017100201,0.196681008
42017100206,0.336398053
42017100207,0.10472973
42017100208,0.146486029
42017100209,0.206047632
42017100210,0.28078635
42017100211,0.234109221
42017100212,0.33060668
42017100302,0.133401744
42017100303,0.151644336
42017100304,0.114285714
42017100306,0.101071975
42017100307,0.108643168
42017100401,0.166807432
42017100402,0.120418848
42017100403,0.113793103
42017100404,0.180472189
42017100406,0.298780488
42017100407,0.148727984
42017100408,0.210801394
42017100500,0.150897227
42017100600,0.083811711
42017100700,0.123989218
42017100803,0.233766234
42017100804,0.406908172
42017100805,0.207607699
42017100807,0.29414838
42017100808,0.475232198
42017100809,0.629427793
42017100810,0.271028037
42017100811,0.195385371
42017100900,0.397995705
42017101000,0.18875502
42017101100,0.190828402
42017101200,0.426294821
42017101300,0.366972477
42017101401,0.318813131
42017101403,0.3978907
42017101404,0.29138322
42017101405,0.194577352
42017101503,0.279459111
42017101504,0.274140753
42017101505,0.464190981
42017101506,0.372259052
42017101603,0.099659284
42017101605,0.071473751
42017101607,0.235251799
42017101608,0.281378179
42017101609,0.287610619
42017101610,0.365704772
42017101611,0.291403785
42017101700,0.339901478
42017101802,0.59143469
42017101803,0.431928687
42017101804,0.345359134
42017101900,0.421438083
42017102002,0.449275362
42017102003,0.489482201
42017102004,0.428995841
42017102102,0.426840634
42017102103,0.49009901
42017102104,0.261737723
42017102200,0.29338843
42017102300,0.376760563
42017102400,0.28079113
42017102500,0.171571349
42017102600,0.155810983
42017102700,0.240145228
42017102801,0.376297578
42017102802,0.305963303
42017102900,0.190972222
42017103001,0.326043738
42017103002,0.231404959
42017103101,0.079329609
42017103102,0.192156863
42017103103,0.152681388
42017103200,0.234972678
42017103300,0.344165436
42017103400,0.284460506
42017103500,0.418539326
42017103600,0.19379845
42017103700,0.296995108
42017103800,0.227074236
42017103900,0.349078341
42017104000,0.395280236
42017104100,0.219336219
42017104200,0.451662015
42017104300,0.54029099
42017104400,0.375130617
42017104501,0.691601652
42017104502,0.364627786
42017104601,0.541289934
42017104603,0.521058315
42017104604,0.427406199
42017104701,0.174512055
42017104702,0.401006711
42017104703,0.345744681
42017104800,0.315642458
42017104901,0.680499777
42017104902,0.484678625
42017105003,0.568476978
42017105004,0.544310722
42017105006,0.537701508
42017105007,0.606189968
42017105008,0.611434109
42017105009,0.312981624
42017105010,0.558682224
42017105011,0.445074415
42017105100,0.47624076
42017105202,0.386084584
42017105203,0.591724138
42017105204,0.599461708
42017105300,0.383190883
42017105400,0.668588874
42017105501,0.717796274
42017105503,0.5
42017105505,0.526792453
42017105506,0.793486894
42017105507,0.653406686
42017105600,0.344864865
42017105702,0.137211037
42017105704,0.197798295
42017105801,0.344687753
42017105805,0.182684341
42017105806,0
42017105807,0.130377234
42017105808,0.105504587
42017105809,0.204865557
42017105810,0.246315789
42017105811,0.180412371
42017105812,0.275310835
42017105900,0.195652174
42019902100,0.126254181
42019902200,0.04040404
42019902300,0.058704453
42019902400,0.029520295
42019902500,0.020700637
42019902600,0.131669535
42019902700,0.139976275
42019902800,0.104775481
42019902900,0.197836167
42019903000,0.257142857
42019903100,0.266405485
42019910100,0.130625
42019910200,0.086956522
42019910300,0.124331861
42019910400,0.167624521
42019910500,0
42019910600,0.093196112
42019910700,0.123125493
42019910800,0.137426901
42019910900,0.242508068
42019911000,0.148030243
42019911100,0.17324014
42019911200,0.128791414
42019911300,0.12702828
42019911400,0.169191919
42019911501,0.167439899
42019911502,0.135774648
42019911600,0.301621622
42019911700,0.151548072
42019911800,0.226615646
42019911900,0.14544688
42019912000,0.43934822
42019912101,0.379661017
42019912102,0.179560649
42019912200,0.3788774
42019912300,0.50609433
42019912400,0.426802622
42019912700,0.204028348
42019912800,0.277442095
42021000100,0.012168142
42021000200,0
42021000300,0.003902439
42021000400,0
42021000500,0.115226337
42021000600,0.012435233
42021000700,0.100759144
42021000800,0.0375
42021000900,0.030726257
42021001000,0
42021001100,0
42021001200,0.005870841
42021001300,0.007479432
42021001400,0
42021010100,0.074481074
42021010200,0.064032698
42021010300,0.07120743
42021010400,0.029462738
42021010500,0.084127874
42021010600,0.084493965
42021010700,0.130434783
42021010801,0.153385537
42021010802,0.157738095
42021010900,0.074626866
42021011000,0.033850494
42021011100,0.172598732
42021011200,0.151093439
42021011300,0.307998013
42021011400,0.053479011
42021011500,0.123795761
42021011600,0.059911894
42021011700,0.035934292
42021011800,0.064900662
42021011900,0.056413302
42021012000,0.068
42021012100,0.060483871
42021012200,0.061050061
42021012300,0.109234234
42021012400,0.091164095
42021012500,0.123963134
42021012600,0.100284495
42021012700,0.062015504
42021012800,0.081335616
42021012900,0.08627204
42021013000,0.05244123
42021013100,0.053537285
42021013200,0.090290662
42021013300,0.143806174
42023960100,0.071146245
42023960200,0.115384615
42025020101,0.166523605
42025020102,0.154103053
42025020200,0.094796289
42025020300,0.070472441
42025020400,0.028101803
42025020500,0.155686419
42025020600,0.092426187
42025020700,0.168269231
42025020800,0.160435679
42025020900,0.077343039
42027010100,0.115176152
42027010200,0.068627451
42027010300,0.077348066
42027010400,0.129836066
42027010500,0.10660878
42027010600,0.090201168
42027010700,0.137828458
42027010800,0.086496577
42027010900,0.117625232
42027011000,0.123126338
42027011100,0.117668894
42027011200,0.167556742
42027011300,0.136467516
42027011400,0.365384615
42027011500,0.180424528
42027011600,0.216609589
42027011700,0.385776912
42027011800,0.333910035
42027011901,0.458333333
42027011902,0.307387863
42027012000,0.056497175
42027012100,0.15942029
42027012200,0
42027012300,0.453416149
42027012400,0.098016336
42027012500,0.02111437
42027012600,0.012491325
42027012700,0.285033365
42027012800,0.069608735
42029300101,0.459377373
42029300103,0.407784986
42029300104,0.529828109
42029300106,0.350022153
42029300107,0.716107383
42029300108,0.422529796
42029300109,0.616144975
42029300201,0.481422505
42029300202,0.67936694
42029300301,0.501169591
42029300302,0.582125604
42029300303,0.372262774
42029300400,0.298924731
42029300500,0.541339986
42029300600,0.264454976
42029300700,0.172928461
42029300800,0.155599604
42029300900,0.175345377
42029301000,0.438383046
42029301100,0.126293996
42029301201,#DIV/0!
42029301202,0.43695949
42029301300,0.357051007
42029301401,0.142487047
42029301402,0.355243352
42029301500,0.467213115
42029301600,0.311918063
42029301700,0.46397188
42029301800,0.595135908
42029301900,0.622800306
42029302000,0.673511294
42029302101,0.450178845
42029302102,0.470972424
42029302202,0.404006678
42029302203,0.512591815
42029302204,0.396610169
42029302300,0.15
42029302400,0.179297597
42029302500,0.316199377
42029302600,0.034946237
42029302701,0.359758146
42029302702,0.199009901
42029302703,0.643846781
42029302704,0.585501859
42029302802,0.605072464
42029302803,0.210925645
42029302804,0.463806971
42029302805,0.237828268
42029302901,0.506097561
42029302902,0.578796562
42029303000,0.585387324
42029303100,0.769396552
42029303200,0.682384342
42029303300,0.502249913
42029303401,0.136279926
42029303402,0.166908563
42029303500,0.617209632
42029303600,0.74965035
42029303700,0.475806452
42029303801,0.447789878
42029303802,0.509947219
42029303900,0.606666667
42029304000,0.423447537
42029304101,0.139731477
42029304102,0.150036955
42029304201,0.266071429
42029304202,0.347118959
42029304300,0.50457118
42029304402,0.692932331
42029304403,0.395532194
42029304404,0.352775165
42029304500,0.745420088
42029304600,0.544609665
42029304700,0.309352518
42029304800,0.223062382
42029304900,0.273387829
42029305000,0.185950413
42029305100,0.327150084
42029305200,0.39516129
42029305300,0.209235799
42029305400,0.179253112
42029305500,0.056709265
42029305600,0.121394231
42029305700,0.1375
42029305800,0.176699029
42029305900,0.150289017
42029306000,0.331469649
42029306100,0.497487437
42029306200,0.369414101
42029306300,0.251348436
42029306400,0.169014085
42029306500,0.568213011
42029306600,0.547709924
42029306700,0.624546115
42029306800,0.385714286
42029306900,0.619734564
42029307000,0.340765875
42029307100,0.412942989
42029307200,0.237762238
42029307300,0.255852843
42029307400,0.105008078
42029307500,0.201765448
42029307600,0.22979798
42029307700,0.251580278
42029307800,0.368852459
42029307900,0.330875576
42029308000,0.125080593
42029308100,0.364096573
42029308200,0.174291939
42029310200,0.171875
42029310400,#DIV/0!
42029310500,0.334963325
42029310900,1
42031990100,0.094724682
42031990200,0.063253012
42031990300,0.091149974
42031990400,0.084659453
42031990500,0.063151042
42031990600,0.095182821
42031990700,0.052406417
42031990800,0.118623233
42031990900,0.097609562
42033330100,0.09884042
42033330200,0.024827586
42033330300,0.064548664
42033330400,0.194665605
42033330500,0.069616838
42033330600,0.095238095
42033330700,0.087009804
42033330800,0.050749319
42033330900,0.031514741
42033331000,0.090332805
42033331100,0.043233083
42033331200,0.144806672
42033331300,0.073964497
42033331400,0.074523966
42033331500,0.033692722
42033331600,0.052772809
42033331700,0.076004343
42033331800,0.024207012
42033331900,0.049946865
42035970100,0.027991603
42035970200,0.083791209
42035970300,0.120817844
42035970400,0.095435685
42035970500,0.067767654
42035970600,0.020481928
42035970700,0.045167118
42035970800,0.055108359
42035970900,0.096153846
42037050100,0.094736842
42037050200,0.095671982
42037050300,0.155949367
42037050400,0.162042175
42037050500,0.159027778
42037050600,0.039098436
42037050700,0.036656236
42037050800,0.101792574
42037050900,0.257116621
42037051000,0.093418259
42037051100,0.09106383
42037051200,0.05686747
42037051300,0.10254491
42037051400,0.147605083
42037051500,0.113989637
42039110100,0.088847756
42039110200,0.088090204
42039110300,0.08174692
42039110400,0.067854114
42039110500,0.116961588
42039110600,0.087269816
42039110700,0.104417671
42039110800,0.101312336
42039110900,0.082157676
42039111000,0.105626851
42039111100,0.055771725
42039111200,0.132958801
42039111300,0.08045977
42039111400,0.178685048
42039111500,0.093279022
42039111600,0.025066667
42039111700,0.22462203
42039111800,0.115705615
42039111900,0.108424337
42039112000,0.068236715
42041010100,0.052917232
42041010201,0.226762002
42041010202,0.323448487
42041010300,0.163788301
42041010400,0.353805073
42041010500,0.196266968
42041010600,0.098125689
42041010700,0.213531968
42041010800,0.100741656
42041010900,0.215079749
42041011000,0.104145602
42041011100,0.186955299
42041011200,0.095558546
42041011301,0.321172249
42041011302,0.499413834
42041011303,0.501282051
42041011304,0.225988701
42041011305,0.249115715
42041011400,0.101061375
42041011500,0.17924075
42041011601,0.168597169
42041011602,0.527719298
42041011603,0.241996744
42041011700,0.350520127
42041011801,0.286997007
42041011802,0.323214286
42041011803,0.235760634
42041011901,0.23011212
42041011902,0.149193548
42041012000,0.159450898
42041012100,0.051136364
42041012200,0.057285181
42041012300,0.102097902
42041012400,0.229102167
42041012500,0.266862834
42041012600,0.144453998
42041012700,0.293218976
42041012800,0.16381336
42041012900,0.065693431
42041013000,0.11637403
42041013101,0.139037433
42041013102,0.047473201
42041013200,0.067988669
42043020100,0.045240339
42043020300,0.065429688
42043020400,0.054856115
42043020500,0.098001289
42043020600,0.017045455
42043020700,0
42043020800,0.068071313
42043020900,0.176470588
42043021100,0.035616438
42043021200,0
42043021300,0.055304173
42043021400,0.037735849
42043021500,0.031939163
42043021600,0.061739944
42043021700,0.103978979
42043021800,0.177947598
42043021900,0.289226727
42043022000,0.110307414
42043022100,0.164975974
42043022200,0.111904762
42043022300,0.142671855
42043022401,0.458206687
42043022403,0.134323204
42043022501,0.442965779
42043022502,0.277501132
42043022601,0.209369369
42043022603,0.166508389
42043022604,0.328964613
42043022700,0.16928392
42043022800,0.197626419
42043022900,0.075315629
42043023000,0.158438576
42043023100,0.183774834
42043023300,0.052271313
42043023400,0.064714946
42043023500,0.078113486
42043023600,0.217499224
42043023700,0.058917197
42043023800,0.043333333
42043023900,0.114367405
42043024001,0.196340919
42043024002,0.431051109
42043024101,0.1276901
42043024102,0.246856386
42043024103,0.379242499
42043024200,0.17827529
42043024300,0.222501571
42043024400,0.160947318
42043024502,0.21498708
42043024503,0.395454545
42043024600,0.261648746
42043024700,0.237588652
42043024800,0.179906542
42043024900,0.092132505
42043025000,0.082121471
42043025100,0.138586957
42043025200,0.098385857
42043025300,0.16796875
42043025400,0.05506993
42045400100,0.084745763
42045400200,0.1
42045400301,0.026740433
42045400302,0.046825397
42045400401,0.097651422
42045400402,0.063941991
42045400500,0.093729373
42045400600,0.225520833
42045400700,0.261789601
42045400801,0.026134801
42045400802,0.303106633
42045400900,0.560714286
42045401000,0.437869822
42045401101,0.162071846
42045401103,0.470238095
42045401104,0.323364486
42045401200,0.288652482
42045401301,0.077994429
42045401302,0.301380991
42045401401,0.196491228
42045401402,0.118210863
42045401501,0.196861626
42045401502,0.206365503
42045401600,0.216642755
42045401700,0.129812981
42045401800,0.215128383
42045401900,0.151609553
42045402000,0.225570776
42045402100,0.112588652
42045402200,0.196195006
42045402300,0.079595704
42045402400,0.053868756
42045402500,0.038114343
42045402600,0.095423564
42045402700,0.12143928
42045402800,0.075553417
42045402900,0.103723404
42045403001,0.231066461
42045403002,0.110569106
42045403101,0.100917431
42045403103,0.101303912
42045403104,0.12364946
42045403200,0.240989779
42045403300,0.058802045
42045403401,0.115953307
42045403402,0.150194553
42045403501,0.090807799
42045403502,0.104079933
42045403601,0.165137615
42045403602,0.245199409
42045403701,0.183041723
42045403702,0.20856102
42045403800,0.190515807
42045403901,0.236167341
42045403902,0.246438746
42045404002,0.21791153
42045404003,0.155421687
42045404004,0.247866894
42045404101,0.172482952
42045404102,0.177260982
42045404103,0.18026418
42045404200,0.477124183
42045404300,0.097161572
42045404400,0.12034384
42045404500,0.04781077
42045404600,0.038245219
42045404700,0.067395264
42045404800,0.150121065
42045404900,0.059278351
42045405000,0.032258065
42045405100,0.046803653
42045405200,0.005477308
